Company Name,Domain,Industry,Location,Headcount,Linkedin,Description,Company Type,Tags
Alpha & Omega Architecture,aoaa.fr,Accessible Architecture and Design,"Orléans, France",1-10,https://www.linkedin.com/company/alpha-omega-architecture,"Alpha & Omega is a maîtrise d’œuvre firm specializing in commercial and professional proximity spaces, focusing on professional layout for hairdressers, opticians, bakers, and more.",self owned,""
SIWA Interior,siwainterior.com,Accessible Architecture and Design,"Bangkok, Thailand",1-10,https://www.linkedin.com/company/siwa-interior,SIWA Interior is a firm full of passionate interior designers in Thailand which professionally works with both domestic and international real estates companies,self owned,""
"S.C. Arquitectura e Ingeniería, S.L.P.",scarquitectos.com,Accessible Architecture and Design,"Madrid, Spain",1-10,https://www.linkedin.com/company/s-c-arquitectura-e-ingenier%c3%ada-s-l-p,"S.C. Arquitectura e Ingeniería, S.L.P is a company that specializes in architecture and engineering projects, offering project development and management services.",self owned,""
VureGroup,vuregroup.com,Accessible Architecture and Design,"Houston, Texas, United States",1-10,https://www.linkedin.com/company/vuregroup,"Vure Group is a design consultancy that offers a curated selection of architectural products and materials, leveraging experienced consultants to find solutions tailored to project needs.",public company,""
Sensabotanico,sensabotanico.com.br,Accessible Architecture and Design,"São Paulo, Brazil",1-10,https://www.linkedin.com/company/sensa-design-bot%c3%a2nico,,privately held,""
Filmcote,filmcote.co.uk,Accessible Architecture and Design,"1, St, BS50RT, Bristol, United Kingdom",1-10,https://www.linkedin.com/company/filmcote,Filmcote is a window film company that specializes in applying window film to various types of glazing from vehicles to buildings.,public company,""
Ateliér Metalová,ateliermetalova.cz,Accessible Architecture and Design,"Prague, Czechia",1-10,https://www.linkedin.com/company/ateli%c3%a9r-metalov%c3%a1-s-r-o,,privately held,""
ArquiVitae,arquivitae.cl,Accessible Architecture and Design,Philippines,1-10,https://www.linkedin.com/company/arquivitae,,partnership,""
Arrel arquitectura,arrel.net,Accessible Architecture and Design,"Alicante, Spain",1-10,https://www.linkedin.com/company/arrel-arquitectura,Arrel is an architecture company that specializes in design and construction services.,partnership,""
Archidesign,archidesign.ma,Accessible Architecture and Design,"Casablanca, Morocco",11-50,https://www.linkedin.com/company/archidesignarchitectes,"Archi Design is an architecture firm that specializes in contemporary and international building design, offering a unique blend of expertise and passion since 1985.",self owned,""
Architectural Democracy,architecturaldemocracy.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/architectural-democracy,,non profit,""
Homoffiz,homoffiz.com.co,Accessible Architecture and Design,"Bogotá, Colombia",11-50,https://www.linkedin.com/company/homoffiz,"Homoffiz is an interior design company that specializes in turnkey remodeling solutions and the importation of materials, offering comprehensive services that enhance productivity and well-being through creativity and technology.",privately held,""
Les Agenceurs,lesagenceurs.fr,Accessible Architecture and Design,"Strasbourg, France",1-10,https://www.linkedin.com/company/les-agenceurs-associes,Les agenceurs associes is an interior design company specializing in creating and optimizing commercial and public establishment spaces.,privately held,""
▷ Habitarmonia Academy,habitarmonia-academy.com,Accessible Architecture and Design,"L'Eliana, Spain",1-10,https://www.linkedin.com/company/habitarmonia-academy,Habitarmonia Academy is a design academy that fosters interdisciplinary collaboration among design professionals to create spaces that inspire well-being and champion a positive global impact.,self employed,""
Eurall,eurall.it,Accessible Architecture and Design,,11-50,https://www.linkedin.com/company/eurall-srl,,privately held,""
Equipe Project Srl,equipeproject.it,Accessible Architecture and Design,"Milan, Italy",1-10,https://www.linkedin.com/company/equipeproject,Equipe Project Srl is an interior design company that offers innovative and competitive concepts with a focus on interior architecture and design.,privately held,""
Up End This,upendthis.com,Accessible Architecture and Design,"Johnson, Vermont, United States",1-10,https://www.linkedin.com/company/up-end-this,"Up End This is a design and manufacturing company that offers precision-crafted products as sound solutions for current problems, focusing on rethinking lifestyle in the face of the pandemic and climate change.",privately held,""
The GGAEC design studio.,ggaec.com,Accessible Architecture and Design,"Mumbai, India",11-50,https://www.linkedin.com/company/the-ggaec-design-studio,Arc Excel Consultancy is an interior architecture firm that specializes in innovative and high-quality design solutions for residential and commercial spaces.,partnership,""
Indigoff,indigoff.design,Accessible Architecture and Design,"United States, New York",11-50,https://www.linkedin.com/company/indigoff,"Indigoff is a design company that offers acoustic treatments for sound absorption, focusing on innovative design, functionality, and technology to improve sound quality.",privately held,""
NURT,nurt.design,Accessible Architecture and Design,"Warsaw, Poland",11-50,https://www.linkedin.com/company/nurtdesign,,public company,""
Pulse Design,pulsedesign.ai,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/pulse-design-ch,"At Pulse Design, our dedicated team specializes in turning your concepts into breathtaking visualizations. Experience a collaborative journey to bring your ideas to life.",privately held,""
Design Atelier,design-atelier.co.in,Accessible Architecture and Design,"Jaipur, India",11-50,https://www.linkedin.com/company/design-atelier1,"Design Atelier is a multidisciplinary design practice that seamlessly weaves interior and exterior spaces, from large architectural concepts to small furniture details.",privately held,""
Bell Butler Design and Architecture,bell-butler.com,Accessible Architecture and Design,"New Orleans, Louisiana, United States",1-10,https://www.linkedin.com/company/bell-butler-design-and-architecture,,partnership,""
Arquidez,arquidez.com,Accessible Architecture and Design,Colombia,11-50,https://www.linkedin.com/company/arquidez,"Arquidez is an architecture and construction company that combines knowledge and cutting-edge design to guide clients through the building process, providing the best foundations based on ethical and moral principles.",self owned,""
GAXTENT,gaxtent.com,Accessible Architecture and Design,Canada,51-200,https://www.linkedin.com/company/hebei-galaxy-outdoor-products-co-ltd,"Commercial tent, party tent,wedding tent & Event Tents for Sale",privately held,""
4x30,4x30.archi,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/4-x-30,"4x30 is an architecture firm that specializes in designing and managing projects and assets with a zero-carbon emissions approach, focusing on making a positive impact.",self owned,""
ELORA,elorapartners.com,Accessible Architecture and Design,"Irvine, California, United States",1-10,https://www.linkedin.com/company/elorapartners,"ELORA is a metaverse solutions provider that offers design, consulting, and procurement services to help clients navigate the metaverse.",privately held,""
MakeGood INC,makegood.design,Accessible Architecture and Design,"New Orleans, Louisiana, United States",1-10,https://www.linkedin.com/company/makegoodinc,"We are a 501(c)3 non-profit devoted to helping people and children with special needs, disabilities, and chronic conditions. Whether you need an open-source",non profit,""
Dream Networks,dreamnetworks.co.uk,Accessible Architecture and Design,"London, United Kingdom",1-10,https://www.linkedin.com/company/dream-networks-c.i.c,"Dream Networks is a Community Interest Company that enables businesses, communities, and educational institutions to collaboratively design and build sustainable play areas in disadvantaged communities.",non profit,""
HB Architecture,hb-architecture.fr,Accessible Architecture and Design,"Versailles, France",1-10,https://www.linkedin.com/company/hb-architecture-elisabeth-harbonn,,self employed,""
Modish AI Terms of Service,modish.ai,Accessible Architecture and Design,"North Las Vegas, Nevada, United States",1-10,https://www.linkedin.com/company/modish-ai,"Modish AI is a technology company that is setting new standards for innovation in the home improvement, interior design, and architectural industries.",privately held,""
WPArquitectos,wparquitectos.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/wparquitectos,Arquitectos is an architectural firm that offers design and construction services with a focus on creativity and innovative architectural solutions.,self owned,""
The Blue Soul,thebluesoul.art,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/thebluesoul,,privately held,""
Kad,kad.as,Accessible Architecture and Design,"Haugesund, Norway",1-10,https://www.linkedin.com/company/k-arkitektur-design,,privately held,""
MaviDome,mavidome.com,Accessible Architecture and Design,,11-50,https://www.linkedin.com/company/mavidome,,privately held,""
